,sex,rating,product,review,review_date,reviewer_id,clean_text,review_month,review_length
428,m,0,service,Fotoğrafçılar cok kabalar ve ücretler konusunda hiç yardımcı değiller photoshoplari da çok kotu,2017-06-24,112955,fotografclar kabalar ucretler konusunda hic yardmc degiller photoshoplari kotu,Jun,13
432,f,1,art,Gelişmeleri iyi takip ediyorlar,2017-02-15,45933,gelismeleri iyi takip ediyorlar,Feb,4
433,f,1,price,"Bence ücretler çok uygun, hep böyle kalsın :)",2017-02-24,115596,bence ucretler uygun boyle kalsn,Feb,10
435,f,1,service,Mükemmel bir yer. Hizmet ve sanatın konuştuğu yer Başarılar dilerim...,2017-12-31,63124,mukemmel yer sanatn konustugu yer basarlar dilerim,Dec,12
436,m,1,service,"Kedimiz , köpeğimiz ve oğlumuzla doğumgünü çekimi yaptırdık ...sabırlarından ,anlayışlarından ve güzel fotoğraflar için tüm ekibe sonsuz teşekkürler 👏 👏 👏 👏 ",2017-09-15,121277,kedimiz kopegimiz oglumuzla dogumgunu cekimi yaptrdk sabrlarndan anlayslarndan guzel tum ekibe sonsuz tesekkurler,Sep,24
439,m,1,engagement,Nişan ve düğün fotoğraflarımı çektirdim çok memnun kaldım,2017-10-30,29425,nisan dugun fotograflarm cektirdim memnun kaldm,Oct,8
442,f,0,camera,Aldığım fotoğraf makinesi kısa süre sonra bozuldu. İade almadılar. Benim hatam değil ki!,2017-01-22,83687,aldgm makinesi ksa sure sonra bozuldu iade almadlar benim hatam degil,Jan,16
444,f,0,service,"kaliteli bir yer fiyatlar biraz yüksek, güler yüzlü çalışanları var fakat stüdyo çekimi yapan arkadaş amatör çekim yapıyor çalışan değişimi olursa dört dörtlük mekan",2017-08-12,74957,kaliteli yer fiyatlar biraz yuksek guler yuzlu calsanlar var fakat studyo cekimi yapan arkadas amator cekim yapyor calsan degisimi olursa dort dortluk mekan,Aug,25
445,f,0,service,Okul yıllık fotoları çekiyorlar. Bir nevi tekel oluşturmuşlar. Bu sebeple çok kazık. Bir yıldızı bile haketmiyor.,2017-06-02,108084,okul yllk fotolar cekiyorlar nevus tekel olusturmuslar sebeple kazk yldz bile haketmiyor,Jun,20
446,f,1,service,Hizmeti ve kalitesi başarılı,2017-09-29,48367,hizmeti kalitesi basarl,Sep,4
447,m,1,service,Çekimini yaptırdığımız ürün fotoğrafları çok başarılı sizinle çalışmaktan çok memnun kaldık Kaliteli ve profesyonel bir ekipsiniz.,2017-11-28,75736,cekimini yaptrdgmz urun basarl sizinle calsmaktan memnun kaldk kaliteli profesyonel ekipsiniz,Nov,17
449,m,0,price,Çok kazık,2017-07-26,41230,kazk,Jul,2
452,f,0,service,"Çalışanları pek soğuk , azcık güler yüz bekliyor insan doğrusu...",2017-01-02,75600,calsanlar pek soguk azck guler yuz bekliyor insan dogrusu,Jan,11
453,f,1,service,İşini en iyi şekilde yapan mükemmel bir Aile şirketi,2017-12-20,36573,isini iyi sekilde yapan mukemmel aile sirketi,Dec,9
454,f,1,service,"cok efendi bir esnaf, yardimsever ve bilgi veriyor.",2017-12-31,50544,efendi esnaf yardimsever bilgi veriyor,Dec,10
455,m,1,service,İşini bilen ve iyi yapan bir stüdyo. Genelde özel okulların tercih ettiği bir yer.,2017-09-14,57490,isini bilen iyi yapan studyo genelde ozel okullarn tercih ettigi yer,Sep,16
456,m,0,service,İğrenç çekiyorsunuz. İnsanların düşüncesine önem vermiyorsunuz. İnsan hangi açıdan daha güzel çıktığını bilir. Siz de karışma hakkına sahip değilsiniz. Bunları bilmeden kendinize fotoğrafçıyım demeyin. Umarım bu dediklerimi dikkate alır kendinize çeki düzen verirsiniz !,2017-04-08,62459,igrenc cekiyorsunuz insanlarn dusuncesine onem vermiyorsunuz insan hangi acdan guzel cktgn bilir karsma hakkna sahip degilsiniz bunlar bilmeden kendinize fotografcym demeyin umarm dediklerimi dikkate alr kendinize ceki duzen verirsiniz,Apr,39
457,f,1,service,"İşini çok ustalıkla yapan bir yer, kesinlikle tavsiye ederim",2017-11-22,68613,isini ustalkla yapan yer kesinlikle tavsiye,Nov,10
458,m,1,wedding,Arkadaşımın düğünü için anlaşmıştık. Hizmetleri ve güleryüzlüğü sayesinde sorun yaşamadan halloldu herşey. Tekrar çok teşekkür ederiz. Başka düğünler de görüşmek dileğiyle.,2017-05-15,61472,arkadasmn dugunu anlasmstk hizmetleri guleryuzlugu sayesinde sorun yasamadan halloldu hersey tekrar tesekkur ederiz baska dugunler gorusmek dilegiyle,May,25
459,f,0,service,"Yüksek ücretine rağmen eve yakın olduğu için tercih ettim. Sitelerinde ""gün içinde kargoya verilir"" yazıyor ama 2 iş günü sonra kargoya veriyorlarmış sonradan söylüyorlar. Havale yapıldığı halde siparişi iptal ediyorlar ödeme yapılmamış gibi.",2017-12-20,94362,yuksek ucretine ragmen eve yakn oldugu tercih ettim sitelerinde `` gun icinde kargoya verilir yazyor is gunu sonra kargoya veriyorlarms sonradan soyluyorlar havale yapldg halde siparisi iptal ediyorlar odeme yaplmams,Dec,38
460,f,0,service,Saygı ve hizmet sıfır(0),2017-04-05,43618,sayg sfr,Apr,7
463,m,1,service,Hızlı ve güler yüzlü hizmet. Acil fotoğraf çekimleriniz için tercih edebilirsiniz.,2017-04-14,87773,hzl guler yuzlu acil cekimleriniz tercih edebilirsiniz,Apr,13
464,f,1,service,bu gün bize çok yardımcı oldular güler yüzlü nazik ve düşünceliler.83yaşındaki eniştem foto çektirmek için merdivenlerden inmek istemedi .Çalışan fotograf makinesi getirip arkaya fon tshort tutturarak fotoları çekti eniştem çok rahat etti.Teşekkür ediyoruz..,2017-06-03,70800,gun bize yardmc oldular guler yuzlu nazik dusunceliler yasndaki enistem foto cektirmek merdivenlerden inmek istemedi calsan makinesi getirip arkaya fon tshort tutturarak fotolar cekti enistem rahat etti tesekkur ediyoruz,Jun,33
465,m,1,service,Profesyonel bir firma tavsiye ederim,2017-08-28,123553,profesyonel firma tavsiye,Aug,5
466,m,1,service,Fotoğrafçılık eğitimi almaktayım çok güzel bilgiler fotoğrafçılıkta kompozisyon sanatı hepsini ondan öğrendim ..Ayrıca kendisini yüksek sabrından vede başarılı eğitim verdiği için hocamızı tebrik ederim. ..İyiki sizi tanımışım sizle çok güzel anlar yaşadım kendim adıma ve sınıfımız adına...İyiki varsınız...emeğinize yüreğinize vede nefesinize sağlık olsun ,2017-11-26,24961,fotografclk egitimi almaktaym guzel bilgiler fotografclkta kompozisyon sanat hepsini ondan ogrendim ayrca kendisini yuksek sabrndan vede basarl egitim verdigi hocamz tebrik iyiki sizi tanmsm sizle guzel anlar yasadm kendim adma snfmz adna iyiki varsnz emeginize yureginize vede nefesinize saglk olsun,Nov,48
467,m,1,wedding,En stresli anımızda bizimle en güzel şekilde ilgilenip en özel günümüzü mükemmel bir hale getirdiniz ekibin güleryüzlülükleri canayakınlıkları ve müşteri memnuniyetini ilke edenmiş çalışma disiplinleri için çok teşekkür ederim. Bundan sonra ki bütün organizasyonlarımızda kendilerini tercih edeceğim çok teşekkür ederim.,2017-05-09,26211,stresli anmzda bizimle guzel sekilde ilgilenip ozel gunumuzu mukemmel hale getirdiniz ekibin guleryuzlulukleri canayaknlklar musteri memnuniyetini ilke edenmis calsma disiplinleri tesekkur bundan sonra butun organizasyonlarmzda kendilerini tercih edecegim tesekkur,May,42
468,m,1,service,Bravo!,2017-07-25,26733,bravo,Jul,2
469,m,1,art,"düğün, nişan, vesikalık, biometrik hepsini tertemiz hallediyorlar. fiyatlar da 10 numara. net tavsiye.",2017-12-19,107070,dugun nisan vesikalk biometrik hepsini tertemiz hallediyorlar fiyatlar numara net tavsiye,Dec,19
470,m,1,service,Çok profesyınel,2017-10-12,91529,profesynel,Oct,2
471,m,1,service,Çok samimi ve ilgili çalışanları var. Fotoğraf cekimlerini cok guzel yapıyorlar. Biometrik fotografları begenerek alacagınız tek yer.. Bayan eleman olması da cok iyi..,2017-06-05,58135,samimi ilgili calsanlar var cekimlerini guzel yapyorlar biometrik begenerek alacagnz tek yer bayan eleman olmas iyi,Jun,25
472,f,1,service,kısacık zamanda muhteşem fotoğraflar hazırlıyorlar....,2017-05-06,69189,ksack zamanda muhtesem hazrlyorlar,May,7
473,f,0,service,Çalışanlardan genç bir arkadaş var işi ile dalga geciyor,2017-11-10,26876,calsanlardan genc arkadas var isi dalga geciyor,Nov,9
474,m,1,wedding,Dugun telaşinda istedigim tarzda bir fotografci bulmak benim içim o stressin icinde cok zordu ta ki daha onceki calismalarini gorene kadar. Resimlerini inceledim telefon gorusmemizde gerek mekan gerek farkli isteklerimizi analiz ederek tabiki kendiside onerilerde bulunarak anlasip telefonu kapattik. Dugun gunu bulustugumuzda tamamen samimi ama ayni zamandada profesyonel bi cekim gerceklesti. İnanin daha fotograflari fotograf makinasinda gosterdiginde bile acaip begenmiştim:D gerek yaninda getirdigi makinasi gerek isigi gerek de fotograf açilari ve bize onerdigi pozlarla kisa bir surede işimizi hallettik ve dugunden sonra tam anlastigimiz tarihde albumu teslim aldim. Hatta Şuan da bu satirlari yazarken albumlerimin geldigi gun:) ve inanin bana okadar kaliteli resimler album ve baski kalitesi okadar iyiki. Hic dusunmeden anlaşin ve gonul rahatligiyla kendinizi ona teslim edin. :) Bu yazilari yazan arkadas kim diye merak ederseniz bir iki fotograf olarak size calismamizi gosterebilir:) buna iznim var:) iyi gunler diliyorum,2017-06-29,37871,dugun telasinda istedigim tarzda fotografci bulmak benim icim stressin icinde zordu ta onceki calismalarini gorene kadar resimlerini inceledim telefon gorusmemizde gerek mekan gerek farkli isteklerimizi analiz ederek tabiki kendiside onerilerde bulunarak anlasip telefonu kapattik dugun gunu bulustugumuzda tamamen samimi ayni zamandada profesyonel bi cekim gerceklesti inanin fotograflari makinasinda gosterdiginde bile acaip begenmistim d gerek yaninda getirdigi makinasi gerek isigi gerek acilari bize onerdigi pozlarla kisa surede isimizi hallettik dugunden sonra tam anlastigimiz tarihde albumu teslim aldim hatta suan satirlari yazarken albumlerimin geldigi gun inanin bana okadar kaliteli resimler album baski kalitesi okadar iyiki hic dusunmeden anlasin gonul rahatligiyla kendinizi ona teslim edin yazilari yazan arkadas merak ederseniz iki olarak size calismamizi gosterebilir buna iznim var iyi gunler diliyorum,Jun,156
476,m,1,service,İlgili ve bilgili bir fotografçıları var👍,2017-04-25,62926,ilgili bilgili fotografclar var,Apr,6
477,m,1,service,Çalışanlar iyi,2017-11-11,65034,calsanlar iyi,Nov,2
478,m,0,studio,"fotoğraf çektirdim. Bir Photoshop kullanıcısı olarak, fotoğraftaki rötuş hataları ve duruş bozukluklarını, seçtiğim fotoğrafın yapılmadığı görür görmez yetkilisine ilettim fakat kabullenmedi. Fotoğraflara bakmak istedim ilgilenmediler. Çekilen fotoğraftaki rötuşu bir cep telefonu bile yapabilirken fotoğrafı da bozmuşlar 1981 teknolojisindeki bu fotoğraf stüdyosunu buradan kınıyorum. Gidip rezil olmayın tavsiyem. 25 tl çeken fotoğrafçılar dururken 50 tl verdim ama kesinlikle hak etmiyorlar. Gözlük gözümün üzerinde biyometrik foto çekebilecek kadar amatör ve kaliteli imajı vermek için pahalı çekim yapan bir esnaf. Eğer ki müşteri memnuniyet kavramları var ise 50 tl'lik ücretimi istiyorum. Fotoğrafları da onların olsun.",2017-02-06,58711,cektirdim photoshop kullancs olarak fotograftaki rotus hatalar durus bozukluklarn sectigim fotografn yaplmadg gorur gormez yetkilisine ilettim fakat kabullenmedi fotograflara bakmak istedim ilgilenmediler cekilen fotograftaki rotusu cep telefonu bile yapabilirken bozmuslar teknolojisindeki studyosunu buradan knyorum gidip rezil olmayn tavsiyem tl ceken fotografclar dururken tl verdim kesinlikle hak etmiyorlar gozluk gozumun uzerinde biyometrik foto cekebilecek kadar amator kaliteli imaj vermek pahal cekim yapan esnaf eger musteri memnuniyet kavramlar var tllik ucretimi istiyorum onlarn olsun,Feb,103
479,f,1,price,"Tamam çekimler çok iyi de, o fiyatlar ne öyle kardeşim. Hayır, toplu anlaştıkları kurumlara da parakende normal fiyat uyguluyorlar neredeyse. Ama kalite iyi, ona diyecek bir şey yok.",2017-07-27,38183,tamam cekimler iyi fiyatlar oyle kardesim hayr toplu anlastklar kurumlara parakende normal fiyat uyguluyorlar neredeyse kalite iyi ona diyecek sey yok,Jul,34
480,f,0,price,Teknolojik biraz pahalı,2017-09-07,53477,teknolojik biraz pahal,Sep,3
481,f,0,facility,Stüdyo güzel de iyi ısınmıyor,2017-02-22,113127,studyo guzel iyi snmyor,Feb,5
482,f,1,service,Kalite ve güvenin tek adresi foto barby,2017-08-23,53947,kalite guvenin tek adresi foto barby,Aug,7
484,f,1,service,Kaliteli bir kurum.,2017-10-08,81106,kaliteli kurum,Oct,4
485,f,1,service,Profesyonellerin işini profesyonelce ve hızlı yapan bir kuruluş,2017-12-11,86863,profesyonellerin isini profesyonelce hzl yapan kurulus,Dec,8
487,m,1,service,"Çok disiplinli bir esnaf, Pazar günleri bile çalışıyorlar",2017-03-10,72969,disiplinli esnaf pazar gunleri bile calsyorlar,Mar,9
489,m,1,service,"Profesyonel hizmet, arkadaş canlısı çalışanlar.",2017-07-19,97183,profesyonel arkadas canls calsanlar,Jul,7
490,f,1,wedding,Mütevazi kişiliği ve enerjisiyle eşime ve bana rahat ve kırk yıllık dostmuş gibi bir fotoğraf çekimi yaşattılar. ,2017-10-05,43524,mutevazi kisiligi enerjisiyle esime bana rahat krk yllk dostmus cekimi yasattlar,Oct,18
491,m,1,service,Kaliteli tecrubeli guleryuzlu,2017-11-04,31621,kaliteli tecrubeli guleryuzlu,Nov,3
492,f,1,wedding,gelin buketlerinizi çok beğendim iyi size yaptırdım,2017-04-04,43739,gelin buketlerinizi begendim iyi size yaptrdm,Apr,7
493,f,1,service,"Eskiden beri tanırım, güzel esnaf",2017-02-28,32625,eskiden beri tanrm guzel esnaf,Feb,6
495,f,1,service,"belediyeye çok yakın, ilgi gösteriyorlar",2017-09-12,76755,belediyeye yakn ilgi gosteriyorlar,Sep,6
497,m,1,wedding,"Bu denli sıcak, samimi bir arkadaş gibi, detaycı, zevk sahibi, muazzam yetenekli, işini severek yapan, çok kibar, bilgili, tecrübeli... Anlat anlat bitiremem belki kişiliğini, fotoğrafçılığını...Daha dün aldım düğün albümümüzü, evimde eksiğim çok ama en iyi, çooook güzel, harika, baka baka doyamadığım bir albümümüz oldu :) İnanılmaz mutluyum, hayalini kurduğum fotoğraflar şimdi albümümde burası sayesinde. teşekkürlerim az kalır. Birlikte çalışmak kesinlikle bir ayrıcalık. Şiddetle tavsiye edilir :)",2017-10-04,47645,denli scak samimi arkadas detayc zevk sahibi muazzam yetenekli isini severek yapan kibar bilgili tecrubeli anlat anlat bitiremem kisiligini fotografclgn dun aldm dugun albumumuzu evimde eksigim iyi cooook guzel harika baka baka doyamadgm albumumuz oldu inanlmaz mutluyum hayalini kurdugum simdi albumumde bura sayesinde tesekkurlerim kalr birlikte calsmak kesinlikle ayrcalk siddetle tavsiye edilir,Oct,88
498,f,0,service,"Güvenilmez insanlar, verdikleri hizmetin hakkı olmayan ücret talep ediyorlar.",2017-08-18,40636,guvenilmez insanlar verdikleri hizmetin hakk olmayan ucret talep ediyorlar,Aug,11
499,f,1,service,Burada eski zamanlardaki gibi kaliteli kağıda gercek renkleri tam yansıtan mürekkeple baskı yapılıyor. Yılda binlerce fotoğraf çekiyoruz elbette tamamı yaptırılamaz ancak arada bir fotoğrafçının çektiği fotoğrafım olsun albüme koyayım diyenlerdenseniz gidebilirsiniz. ,2017-11-14,76155,burada eski zamanlardaki kaliteli kagda gercek renkleri tam yanstan murekkeple bask yaplyor ylda binlerce cekiyoruz elbette tamam yaptrlamaz ancak arada fotografcnn cektigi fotografm olsun albume koyaym diyenlerdenseniz gidebilirsiniz,Nov,33
500,m,0,service,"fotoğraf bilgi tecrübesi değil yanında eşi ve akrabalarını çalıştıran kötü çekimler yaptığı gibi hataları kendisine iletildiğinde çok ağır üslupla hakaret edip ofisinden kovan çekimleri sırasında kişilerin zafiyetinden yararlanarak bahşiş isteyen bir hizmet dükkan. Düğünlerde bilhassa çocukların izni olmadan çekim yapıp çocukların çekildiği fotoğrafları istemesi ile satış yapmaya çalışarak çocuk psikolojisi ve ailelerin durumunu düşünmeyen, bahşiş istemeyi normal ve kendine hak gören haksız kazanç elde etmeye çalışan kişi. Kınıyorum.",2017-02-03,39151,bilgi tecrubesi degil yannda esi akrabalarn calstran kotu cekimler yaptg hatalar kendisine iletildiginde agr uslupla hakaret edip ofisinden kovan cekimleri srasnda kisilerin zafiyetinden yararlanarak bahsis isteyen dukkan dugunlerde bilhassa cocuklarn izni olmadan cekim yapp cocuklarn cekildigi istemesi sat yapmaya calsarak cocuk psikolojisi ailelerin durumunu dusunmeyen bahsis istemeyi normal kendine hak goren haksz kazanc elde etmeye calsan kisi knyorum,Feb,72
501,m,1,service,Kaliteli. Güzel.,2017-10-22,22745,kaliteli guzel,Oct,4
502,m,1,service,Erdem Bey'in bilgisi ve teçhizatlarla profesyonel bir stüdyo.,2017-07-26,108428,erdem beyin bilgisi techizatlarla profesyonel studyo,Jul,9
505,f,1,art,Başarılı ekip,2017-01-03,68814,basarl ekip,Jan,2
506,m,1,service,gayet iyi ve hizli bi yer,2017-09-21,36777,gayet iyi hizli bi yer,Sep,6
507,f,1,art,İyi iş çıkardılar,2017-01-10,33964,iyi is ckardlar,Jan,3
508,m,0,facility,Park yerleri genelde dolu oluyor arabayı park etmek problem,2017-02-13,113625,park yerleri genelde dolu oluyor arabay park etmek problem,Feb,9
509,f,1,service,Profesyonel hizmet ve tecrübe,2017-11-29,112194,profesyonel tecrube,Nov,4
510,m,1,service,Studyo sahibi alihan kutlu yu muthis islerinden dolayi tebrik ederim. ,2017-10-21,103357,studyo sahibi alihan kutlu yu muthis islerinden dolayi tebrik,Oct,11
512,m,1,service,ilgili alakalı teşekkürler..,2017-11-20,38078,ilgili alakal tesekkurler,Nov,3
513,f,1,service,Güvenilir bir işletme,2017-05-08,23876,guvenilir isletme,May,3
515,f,1,service,Tavsiye ederim,2017-11-14,39085,tavsiye,Nov,2
516,m,0,service,Ehhhh,2017-06-01,40173,ehhhh,Jun,1
517,f,1,passport,Acil biometrik fotoğraflarımı kaliteli ve hızlı bir çalışma ile teslim aldım. İlgi ve alakanız için teşekkürler.,2017-05-22,55958,acil biometrik fotograflarm kaliteli hzl calsma teslim aldm ilgi alakanz tesekkurler,May,18
518,m,1,service,Hızlı iş,2017-11-16,78616,hzl is,Nov,2
519,f,0,service,Dolandırıcılar... Kapsının önünden bile geçmem artık,2017-08-17,92074,dolandrclar kapsnn onunden bile gecmem artk,Aug,7
520,m,1,service,Kurumsal çalıştığı için gayet başarılı buldum denemenizi tavsiye ederim.,2017-04-13,113443,kurumsal calstg gayet basarl buldum denemenizi tavsiye,Apr,10
