,sex,rating,product,review,review_date,reviewer_id,clean_text
456,m,1.0,service,İğrenç çekiyorsunuz. İnsanların düşüncesine önem vermiyorsunuz. İnsan hangi açıdan daha güzel çıktığını bilir. Siz de karışma hakkına sahip değilsiniz. Bunları bilmeden kendinize fotoğrafçıyım demeyin. Umarım bu dediklerimi dikkate alır kendinize çeki düzen verirsiniz !,2017-04-08,62459,igrenc cekiyorsunuz insanlarn dusuncesine onem vermiyorsunuz insan hangi acdan guzel cktgn bilir karsma hakkna sahip degilsiniz bunlar bilmeden kendinize fotografcym demeyin umarm dediklerimi dikkate alr kendinize ceki duzen verirsiniz
457,f,5.0,service,"İşini çok ustalıkla yapan bir yer, kesinlikle tavsiye ederim",2017-11-22,68613,isini cok ustalkla yapan bir yer kesinlikle tavsiye ederim
458,m,5.0,wedding,Arkadaşımın düğünü için anlaşmıştık. Hizmetleri ve güleryüzlüğü sayesinde sorun yaşamadan halloldu herşey. Tekrar çok teşekkür ederiz. Başka düğünler de görüşmek dileğiyle.,2017-05-15,61472,arkadasmn dugunu icin anlasmstk hizmetleri guleryuzlugu sayesinde sorun yasamadan halloldu hersey tekrar cok tesekkur ederiz baska dugunler gorusmek dilegiyle
459,f,1.0,service,"Yüksek ücretine rağmen eve yakın olduğu için tercih ettim. Sitelerinde ""gün içinde kargoya verilir"" yazıyor ama 2 iş günü sonra kargoya veriyorlarmış sonradan söylüyorlar. Havale yapıldığı halde siparişi iptal ediyorlar ödeme yapılmamış gibi.",2017-12-20,94362,yuksek ucretine ragmen eve yakn oldugu icin tercih ettim sitelerinde `` gun icinde kargoya verilir yazyor is gunu sonra kargoya veriyorlarms sonradan soyluyorlar havale yapldg halde siparisi iptal ediyorlar odeme yaplmams
460,f,1.0,service,Saygı ve hizmet sıfır(0),2017-04-05,43618,sayg hizmet sfr
463,m,5.0,service,Hızlı ve güler yüzlü hizmet. Acil fotoğraf çekimleriniz için tercih edebilirsiniz.,2017-04-14,87773,hzl guler yuzlu hizmet acil fotograf cekimleriniz icin tercih edebilirsiniz
464,f,5.0,service,bu gün bize çok yardımcı oldular güler yüzlü nazik ve düşünceliler.83yaşındaki eniştem foto çektirmek için merdivenlerden inmek istemedi .Çalışan fotograf makinesi getirip arkaya fon tshort tutturarak fotoları çekti eniştem çok rahat etti.Teşekkür ediyoruz..,2017-06-03,70800,gun bize cok yardmc oldular guler yuzlu nazik dusunceliler yasndaki enistem foto cektirmek icin merdivenlerden inmek istemedi calsan fotograf makinesi getirip arkaya fon tshort tutturarak fotolar cekti enistem cok rahat etti tesekkur ediyoruz
465,m,5.0,service,Profesyonel bir firma tavsiye ederim,2017-08-28,123553,profesyonel bir firma tavsiye ederim
466,m,5.0,service,Fotoğrafçılık eğitimi almaktayım çok güzel bilgiler fotoğrafçılıkta kompozisyon sanatı hepsini ondan öğrendim ..Ayrıca kendisini yüksek sabrından vede başarılı eğitim verdiği için hocamızı tebrik ederim. ..İyiki sizi tanımışım sizle çok güzel anlar yaşadım kendim adıma ve sınıfımız adına...İyiki varsınız...emeğinize yüreğinize vede nefesinize sağlık olsun ,2017-11-26,24961,fotografclk egitimi almaktaym cok guzel bilgiler fotografclkta kompozisyon sanat hepsini ondan ogrendim ayrca kendisini yuksek sabrndan vede basarl egitim verdigi icin hocamz tebrik ederim iyiki sizi tanmsm sizle cok guzel anlar yasadm kendim adma snfmz adna iyiki varsnz emeginize yureginize vede nefesinize saglk olsun
467,m,5.0,wedding,En stresli anımızda bizimle en güzel şekilde ilgilenip en özel günümüzü mükemmel bir hale getirdiniz ekibin güleryüzlülükleri canayakınlıkları ve müşteri memnuniyetini ilke edenmiş çalışma disiplinleri için çok teşekkür ederim. Bundan sonra ki bütün organizasyonlarımızda kendilerini tercih edeceğim çok teşekkür ederim.,2017-05-09,26211,stresli anmzda bizimle guzel sekilde ilgilenip ozel gunumuzu mukemmel bir hale getirdiniz ekibin guleryuzlulukleri canayaknlklar musteri memnuniyetini ilke edenmis calsma disiplinleri icin cok tesekkur ederim bundan sonra butun organizasyonlarmzda kendilerini tercih edecegim cok tesekkur ederim
468,m,5.0,service,Bravo!,2017-07-25,26733,bravo
469,m,5.0,art,"düğün, nişan, vesikalık, biometrik hepsini tertemiz hallediyorlar. fiyatlar da 10 numara. net tavsiye.",2017-12-19,107070,dugun nisan vesikalk biometrik hepsini tertemiz hallediyorlar fiyatlar numara net tavsiye
470,m,5.0,service,Çok profesyınel,2017-10-12,91529,cok profesynel
471,m,5.0,service,Çok samimi ve ilgili çalışanları var. Fotoğraf cekimlerini cok guzel yapıyorlar. Biometrik fotografları begenerek alacagınız tek yer.. Bayan eleman olması da cok iyi..,2017-06-05,58135,cok samimi ilgili calsanlar var fotograf cekimlerini cok guzel yapyorlar biometrik fotograflar begenerek alacagnz tek yer bayan eleman olmas cok iyi
472,f,5.0,service,kısacık zamanda muhteşem fotoğraflar hazırlıyorlar....,2017-05-06,69189,ksack zamanda muhtesem fotograflar hazrlyorlar
473,f,1.0,service,Çalışanlardan genç bir arkadaş var işi ile dalga geciyor,2017-11-10,26876,calsanlardan genc bir arkadas var isi dalga geciyor
474,m,5.0,wedding,Dugun telaşinda istedigim tarzda bir fotografci bulmak benim içim o stressin icinde cok zordu ta ki daha onceki calismalarini gorene kadar. Resimlerini inceledim telefon gorusmemizde gerek mekan gerek farkli isteklerimizi analiz ederek tabiki kendiside onerilerde bulunarak anlasip telefonu kapattik. Dugun gunu bulustugumuzda tamamen samimi ama ayni zamandada profesyonel bi cekim gerceklesti. İnanin daha fotograflari fotograf makinasinda gosterdiginde bile acaip begenmiştim:D gerek yaninda getirdigi makinasi gerek isigi gerek de fotograf açilari ve bize onerdigi pozlarla kisa bir surede işimizi hallettik ve dugunden sonra tam anlastigimiz tarihde albumu teslim aldim. Hatta Şuan da bu satirlari yazarken albumlerimin geldigi gun:) ve inanin bana okadar kaliteli resimler album ve baski kalitesi okadar iyiki. Hic dusunmeden anlaşin ve gonul rahatligiyla kendinizi ona teslim edin. :) Bu yazilari yazan arkadas kim diye merak ederseniz bir iki fotograf olarak size calismamizi gosterebilir:) buna iznim var:) iyi gunler diliyorum,2017-06-29,37871,dugun telasinda istedigim tarzda bir fotografci bulmak benim icim stressin icinde cok zordu ta onceki calismalarini gorene kadar resimlerini inceledim telefon gorusmemizde gerek mekan gerek farkli isteklerimizi analiz ederek tabiki kendiside onerilerde bulunarak anlasip telefonu kapattik dugun gunu bulustugumuzda tamamen samimi ayni zamandada profesyonel bi cekim gerceklesti inanin fotograflari fotograf makinasinda gosterdiginde bile acaip begenmistim d gerek yaninda getirdigi makinasi gerek isigi gerek fotograf acilari bize onerdigi pozlarla kisa bir surede isimizi hallettik dugunden sonra tam anlastigimiz tarihde albumu teslim aldim hatta suan satirlari yazarken albumlerimin geldigi gun inanin bana okadar kaliteli resimler album baski kalitesi okadar iyiki hic dusunmeden anlasin gonul rahatligiyla kendinizi ona teslim edin yazilari yazan arkadas merak ederseniz bir iki fotograf olarak size calismamizi gosterebilir buna iznim var iyi gunler diliyorum
476,m,5.0,service,İlgili ve bilgili bir fotografçıları var👍,2017-04-25,62926,ilgili bilgili bir fotografclar var
477,m,5.0,service,Çalışanlar iyi,2017-11-11,65034,calsanlar iyi
478,m,1.0,studio,"fotoğraf çektirdim. Bir Photoshop kullanıcısı olarak, fotoğraftaki rötuş hataları ve duruş bozukluklarını, seçtiğim fotoğrafın yapılmadığı görür görmez yetkilisine ilettim fakat kabullenmedi. Fotoğraflara bakmak istedim ilgilenmediler. Çekilen fotoğraftaki rötuşu bir cep telefonu bile yapabilirken fotoğrafı da bozmuşlar 1981 teknolojisindeki bu fotoğraf stüdyosunu buradan kınıyorum. Gidip rezil olmayın tavsiyem. 25 tl çeken fotoğrafçılar dururken 50 tl verdim ama kesinlikle hak etmiyorlar. Gözlük gözümün üzerinde biyometrik foto çekebilecek kadar amatör ve kaliteli imajı vermek için pahalı çekim yapan bir esnaf. Eğer ki müşteri memnuniyet kavramları var ise 50 tl'lik ücretimi istiyorum. Fotoğrafları da onların olsun.",2017-02-06,58711,fotograf cektirdim bir photoshop kullancs olarak fotograftaki rotus hatalar durus bozukluklarn sectigim fotografn yaplmadg gorur gormez yetkilisine ilettim fakat kabullenmedi fotograflara bakmak istedim ilgilenmediler cekilen fotograftaki rotusu bir cep telefonu bile yapabilirken fotograf bozmuslar teknolojisindeki fotograf studyosunu buradan knyorum gidip rezil olmayn tavsiyem tl ceken fotografclar dururken tl verdim kesinlikle hak etmiyorlar gozluk gozumun uzerinde biyometrik foto cekebilecek kadar amator kaliteli imaj vermek icin pahal cekim yapan bir esnaf eger musteri memnuniyet kavramlar var tllik ucretimi istiyorum fotograflar onlarn olsun
479,f,4.0,price,"Tamam çekimler çok iyi de, o fiyatlar ne öyle kardeşim. Hayır, toplu anlaştıkları kurumlara da parakende normal fiyat uyguluyorlar neredeyse. Ama kalite iyi, ona diyecek bir şey yok.",2017-07-27,38183,tamam cekimler cok iyi fiyatlar oyle kardesim hayr toplu anlastklar kurumlara parakende normal fiyat uyguluyorlar neredeyse kalite iyi ona diyecek bir sey yok
480,f,3.0,price,Teknolojik biraz pahalı,2017-09-07,53477,teknolojik biraz pahal
481,f,3.0,facility,Stüdyo güzel de iyi ısınmıyor,2017-02-22,113127,studyo guzel iyi snmyor
482,f,5.0,service,Kalite ve güvenin tek adresi foto barby,2017-08-23,53947,kalite guvenin tek adresi foto barby
484,f,5.0,service,Kaliteli bir kurum.,2017-10-08,81106,kaliteli bir kurum
485,f,5.0,service,Profesyonellerin işini profesyonelce ve hızlı yapan bir kuruluş,2017-12-11,86863,profesyonellerin isini profesyonelce hzl yapan bir kurulus
487,m,5.0,service,"Çok disiplinli bir esnaf, Pazar günleri bile çalışıyorlar",2017-03-10,72969,cok disiplinli bir esnaf pazar gunleri bile calsyorlar
489,m,5.0,service,"Profesyonel hizmet, arkadaş canlısı çalışanlar.",2017-07-19,97183,profesyonel hizmet arkadas canls calsanlar
490,f,5.0,wedding,Mütevazi kişiliği ve enerjisiyle eşime ve bana rahat ve kırk yıllık dostmuş gibi bir fotoğraf çekimi yaşattılar. ,2017-10-05,43524,mutevazi kisiligi enerjisiyle esime bana rahat krk yllk dostmus bir fotograf cekimi yasattlar
491,m,5.0,service,Kaliteli tecrubeli guleryuzlu,2017-11-04,31621,kaliteli tecrubeli guleryuzlu
492,f,5.0,wedding,gelin buketlerinizi çok beğendim iyi size yaptırdım,2017-04-04,43739,gelin buketlerinizi cok begendim iyi size yaptrdm
493,f,5.0,service,"Eskiden beri tanırım, güzel esnaf",2017-02-28,32625,eskiden beri tanrm guzel esnaf
495,f,5.0,service,"belediyeye çok yakın, ilgi gösteriyorlar",2017-09-12,76755,belediyeye cok yakn ilgi gosteriyorlar
497,m,5.0,wedding,"Bu denli sıcak, samimi bir arkadaş gibi, detaycı, zevk sahibi, muazzam yetenekli, işini severek yapan, çok kibar, bilgili, tecrübeli... Anlat anlat bitiremem belki kişiliğini, fotoğrafçılığını...Daha dün aldım düğün albümümüzü, evimde eksiğim çok ama en iyi, çooook güzel, harika, baka baka doyamadığım bir albümümüz oldu :) İnanılmaz mutluyum, hayalini kurduğum fotoğraflar şimdi albümümde burası sayesinde. teşekkürlerim az kalır. Birlikte çalışmak kesinlikle bir ayrıcalık. Şiddetle tavsiye edilir :)",2017-10-04,47645,denli scak samimi bir arkadas detayc zevk sahibi muazzam yetenekli isini severek yapan cok kibar bilgili tecrubeli anlat anlat bitiremem kisiligini fotografclgn dun aldm dugun albumumuzu evimde eksigim cok iyi cooook guzel harika baka baka doyamadgm bir albumumuz oldu inanlmaz mutluyum hayalini kurdugum fotograflar simdi albumumde bura sayesinde tesekkurlerim kalr birlikte calsmak kesinlikle bir ayrcalk siddetle tavsiye edilir
498,f,1.0,service,"Güvenilmez insanlar, verdikleri hizmetin hakkı olmayan ücret talep ediyorlar.",2017-08-18,40636,guvenilmez insanlar verdikleri hizmetin hakk olmayan ucret talep ediyorlar
499,f,5.0,service,Burada eski zamanlardaki gibi kaliteli kağıda gercek renkleri tam yansıtan mürekkeple baskı yapılıyor. Yılda binlerce fotoğraf çekiyoruz elbette tamamı yaptırılamaz ancak arada bir fotoğrafçının çektiği fotoğrafım olsun albüme koyayım diyenlerdenseniz gidebilirsiniz. ,2017-11-14,76155,burada eski zamanlardaki kaliteli kagda gercek renkleri tam yanstan murekkeple bask yaplyor ylda binlerce fotograf cekiyoruz elbette tamam yaptrlamaz ancak arada bir fotografcnn cektigi fotografm olsun albume koyaym diyenlerdenseniz gidebilirsiniz
500,m,1.0,service,"fotoğraf bilgi tecrübesi değil yanında eşi ve akrabalarını çalıştıran kötü çekimler yaptığı gibi hataları kendisine iletildiğinde çok ağır üslupla hakaret edip ofisinden kovan çekimleri sırasında kişilerin zafiyetinden yararlanarak bahşiş isteyen bir hizmet dükkan. Düğünlerde bilhassa çocukların izni olmadan çekim yapıp çocukların çekildiği fotoğrafları istemesi ile satış yapmaya çalışarak çocuk psikolojisi ve ailelerin durumunu düşünmeyen, bahşiş istemeyi normal ve kendine hak gören haksız kazanç elde etmeye çalışan kişi. Kınıyorum.",2017-02-03,39151,fotograf bilgi tecrubesi degil yannda esi akrabalarn calstran kotu cekimler yaptg hatalar kendisine iletildiginde cok agr uslupla hakaret edip ofisinden kovan cekimleri srasnda kisilerin zafiyetinden yararlanarak bahsis isteyen bir hizmet dukkan dugunlerde bilhassa cocuklarn izni olmadan cekim yapp cocuklarn cekildigi fotograflar istemesi sat yapmaya calsarak cocuk psikolojisi ailelerin durumunu dusunmeyen bahsis istemeyi normal kendine hak goren haksz kazanc elde etmeye calsan kisi knyorum
501,m,5.0,service,Kaliteli. Güzel.,2017-10-22,22745,kaliteli guzel
502,m,5.0,service,Erdem Bey'in bilgisi ve teçhizatlarla profesyonel bir stüdyo.,2017-07-26,108428,erdem beyin bilgisi techizatlarla profesyonel bir studyo
505,f,5.0,art,Başarılı ekip,2017-01-03,68814,basarl ekip
506,m,5.0,service,gayet iyi ve hizli bi yer,2017-09-21,36777,gayet iyi hizli bi yer
507,f,5.0,art,İyi iş çıkardılar,2017-01-10,33964,iyi is ckardlar
508,m,2.0,facility,Park yerleri genelde dolu oluyor arabayı park etmek problem,2017-02-13,113625,park yerleri genelde dolu oluyor arabay park etmek problem
509,f,5.0,service,Profesyonel hizmet ve tecrübe,2017-11-29,112194,profesyonel hizmet tecrube
510,m,5.0,service,Studyo sahibi alihan kutlu yu muthis islerinden dolayi tebrik ederim. ,2017-10-21,103357,studyo sahibi alihan kutlu yu muthis islerinden dolayi tebrik ederim
512,m,5.0,service,ilgili alakalı teşekkürler..,2017-11-20,38078,ilgili alakal tesekkurler
513,f,5.0,service,Güvenilir bir işletme,2017-05-08,23876,guvenilir bir isletme
515,f,5.0,service,Tavsiye ederim,2017-11-14,39085,tavsiye ederim
516,m,3.0,service,Ehhhh,2017-06-01,40173,ehhhh
517,f,5.0,passport,Acil biometrik fotoğraflarımı kaliteli ve hızlı bir çalışma ile teslim aldım. İlgi ve alakanız için teşekkürler.,2017-05-22,55958,acil biometrik fotograflarm kaliteli hzl bir calsma teslim aldm ilgi alakanz icin tesekkurler
518,m,5.0,service,Hızlı iş,2017-11-16,78616,hzl is
519,f,1.0,service,Dolandırıcılar... Kapsının önünden bile geçmem artık,2017-08-17,92074,dolandrclar kapsnn onunden bile gecmem artk
520,m,5.0,service,Kurumsal çalıştığı için gayet başarılı buldum denemenizi tavsiye ederim.,2017-04-13,113443,kurumsal calstg icin gayet basarl buldum denemenizi tavsiye ederim
521,f,5.0,service,Aşmış adamlar aşmış,2017-03-14,76764,asms adamlar asms
522,f,4.0,service,Pahalı bir yer ancak kalitenin bedeli var.,2017-10-04,31200,pahal bir yer ancak kalitenin bedeli var
523,f,1.0,service,"Hizmet sektöründe en önemli şey güleryüzdür, ama sizde  eser yok",2017-01-31,78022,hizmet sektorunde onemli sey guleryuzdur sizde eser yok
527,m,5.0,service,Hemen hemen her hafta uğradığım güzel insanlarla dolu yer :) ,2017-12-29,109571,hemen hemen hafta ugradgm guzel insanlarla dolu yer
529,m,5.0,service,Iyidir,2017-09-12,84334,iyidir
531,f,5.0,service,çok iyi fotoğrafları var,2017-09-18,76922,cok iyi fotograflar var
533,m,5.0,service,"Güzel hizmet, ilgili çalışanlar, özellikle diğerlerine kiyasla mükemmel bir işletme",2017-09-23,85679,guzel hizmet ilgili calsanlar ozellikle digerlerine kiyasla mukemmel bir isletme
536,m,5.0,service,ilgili arkadaşların hepsine çok teşekkür ederim.,2017-06-05,108966,ilgili arkadaslarn hepsine cok tesekkur ederim
539,f,5.0,passport,Biometrik fotoğraf çektirdim gayet güzel ve hızlı çektikler söz verdikleri dakikada teslim edildi Güler yüzlü ve fiyatı da uygun tavsiye ederim,2017-08-19,83378,biometrik fotograf cektirdim gayet guzel hzl cektikler soz verdikleri dakikada teslim edildi guler yuzlu fiyat uygun tavsiye ederim
540,m,5.0,service,Süper fotolar için başka adres aramaya gerek yok. Fiyatlar uygun sunulan hizmete göre. Tavsiye ederim.,2017-08-21,90987,super fotolar icin baska adres aramaya gerek yok fiyatlar uygun sunulan hizmete gore tavsiye ederim
543,m,5.0,service,Tavsiye ediyorum..,2017-11-19,53005,tavsiye ediyorum
544,m,5.0,service,Fotoğrafçı olarak cok iyi hizmet sunan ve hızlı baski yapan hemde düğün fotoğraf cisi,2017-04-08,32477,fotografc olarak cok iyi hizmet sunan hzl baski yapan hemde dugun fotograf cisi
546,f,5.0,service,"İyiki sizi tercih etmişiz, ilgi alakanız için çok teşekkür ederiz. Gelen albümlerin kalitesini çok beğendik, elimizde bulunan başka fotoğraflar içinde aynı albümden yapabiliyormusunuz.",2017-07-19,51271,iyiki sizi tercih etmisiz ilgi alakanz icin cok tesekkur ederiz gelen albumlerin kalitesini cok begendik elimizde bulunan baska fotograflar icinde ayn albumden yapabiliyormusunuz
547,f,5.0,service,Oldukça deneyimli ve güler yüzlü birisi. Benim gibi analog fotoğraf makinesi kullanmayı sevenler varsa uğramanız gereken bir yer oldukça yardımcı oluyor:),2017-05-24,114203,oldukca deneyimli guler yuzlu birisi benim analog fotograf makinesi kullanmay sevenler varsa ugramanz gereken bir yer oldukca yardmc oluyor
548,f,5.0,engagement,Sıkıntı ve stres yaşamadan çekimlerimizi çok rahat gerçekleştirdi ve o gün o kadar eğlendik ki bir ara gülmekten fotoğraf çekmeyi bıraktık :),2017-09-29,79277,sknt stres yasamadan cekimlerimizi cok rahat gerceklestirdi gun kadar eglendik bir ara gulmekten fotograf cekmeyi braktk
